Collection,Tree,,,,,,hddd.dddd,,ddd mm ss,,,,,,,,,,,,,,,,,,,,,,
J401,A-I,10,087,Eucalyptus sideroxylon,2016-04-05,,-30.44023,151.25069,"-30°26'24.8280""","151°15'02.4840""",,NSW,"Torreyburn Rd, Yarrowyck",747,granite,rocky-loam,,J.Janes,Common,Present,,,J401,Eucalyptus moluccana,Dodonea,Bursaria spinosa,Lepidosperma,,,,
J401F,,,088,Eucalyptus sideroxylon,2016-04-05,,-30.44089,151.25194,"-30°26'27.2040""","151°15'06.9840""",,NSW,"Torreyburn Rd, Yarrowyck",747,granite,rocky-loam,,J.Janes,Common,,,Present,J401F,Eucalyptus moluccana,Dodonea,Bursaria spinosa,Lepidosperma,,,,
J402,A-D,5,089,Eucalyptus caleyi,2016-04-05,,-30.04322,150.94122,"-30°02'35.5920""","150°56'28.3920""",,NSW,"Bundarra Rd, Copeton",739,granite,sand-loam,,J.Janes,Rare,Present,Present,Present,J402,Callitris columellaris,Themeda,Angophora,,,,,
J403,A-D,5,090,Eucalyptus caleyi,2016-04-05,,-29.92441,150.93559,"-29°55'27.8760""","150°56'08.1240""",,NSW,Copeton Dam Rd,626,granite,sand,,J.Janes,Rare,Present,,Present,J403,Callitris columellaris,Callitris monticola,Dianella,Austrostipa,,,,
J404,A-D,5,091,Eucalyptus caleyi,2016-04-05,,-29.98952,150.85857,"-29°59'22.2720""","150°51'30.8520""",,NSW,Copeton Dam Rd,619,granite,sand,,J.Janes,Rare,Present,,Present,J404,Callitris columellaris,Callitris monticola,Dianella,Austrostipa,,,,
J405,A-I,10,092,Eucalyptus sideroxylon,2016-04-05,,-30.22862,151.23865,"-30°13'43.0320""","151°14'19.1400""",,NSW,Baldersleigh Rd,741,granite,gravel-sand,,J.Janes,Common,Present,,Present,J405,Eucalyptus melliodora,,,,,,,
J406,A-I,10,093,Eucalyptus albens,2016-04-05,,-30.23707,151.25200,"-30°14'13.4520""","151°15'07.2000""",,NSW,"Baldersleigh Rd, The Basin",775,granite,gravel-sand,,J.Janes,Common,Present,,Present,J406,,,,,,,,
J407,A-C,4,094,Eucalyptus fibrosa,2016-04-06,,-30.05045,152.63814,"-30°03'01.6200""","152°38'17.3040""",,NSW,Nymboidea,643,granite,gravel-loam,W,J.Janes,Common,,,Present,J407,Ghania grandis,Exocarpus,Callitris,Bayeria,Lomandra,Acacia,,
J408,,1,095,Eucalptus crebra,2016-04-06,,-29.92432,152.75188,"-29°55'27.5520""","152°45'06.7680""",,NSW,Nymboidea,119,granite,sand-loam,NE,J.Janes,Rare,,,,J408,,,,,,,,
J409,,1,096,Eucalyptus fibrosa,2016-04-06,,-29.92485,152.75122,"-29°55'29.4600""","152°45'04.3920""",,NSW,Nymboidea,115,granite,sand-loam,NE,J.Janes,Rare,,,Present,J409,,,,,,,,
J410,A-D,5,097,Eucalyptus crebra,2016-04-07,,-29.69687,152.10593,"-29°41'48.7320""","152°06'21.3480""",,NSW,"Old Grafton Rd, Gibraltar",483,sandstone,sand-gravel,E,J.Janes,Common,,,Present,J410,Casuarina,Eucalyptus fibrosa,,,,,,
J411,,1,098,Eucalyptus fibrosa,2016-04-07,,-29.69674,152.10576,"-29°41'48.2640""","152°06'20.7360""",,NSW,"Old Grafton Rd, Gibraltar",465,sandstone,sand-gravel,E,J.Janes,Rare,,,,J411,Casuarina,Eucalyptus crebra,,,,,,
J412,A-D,5,101,Eucalyptus moluccana,2016-06-16,,-30.96459,150.84267,"-30°57'52.524""","150°50'33.612""",,NSW,"Appleby Rd, Moonbi",261,basalt,clay-sand,SE,J.Janes,Common,Present,Present,Present,J412,Notolea sp,Austrostipa sp,Hyparrhenia hirta,,,,,
J413,A-I,10,102,Eucalyptus albens,2016-06-16,H may be moluccana,-30.70737,150.09621,"-30°42'26.532""","150°5'46.356""",,NSW,Boggabri - private land,261,basalt,clay-sand,E,J.Janes,common,Present,Present,Present,J413,Eucalyptus populnea,Bursaria sp,,,,,,
J414,A-D,5,103,Eucalyptus albens,2016-06-16,D may be microcarpa,-30.49283,149.94203,"-30°29'34.188""","149°56'31.308""",,NSW,Narrabri,235,basalt,clay-sand,E,J.Janes,Common,,,Present,J414,Eucalyptus populnea,Bursaria sp,,,,,,
J415,A-D,5,104,Eucalyptus crebra,2016-06-17,,-30.24000,149.88559,"-30°14'24.000""","149°53'8.124""",,NSW,"Killarney Forest, Narrabri",278,basalt,clay-sand,,J.Janes,Common,,,,J415,Eucalyptus chloroclada,Casuarina,Acacia sp,Callitris sp,,,,
J416,A-I,10,105,Eucalyptus sideroxylon,2016-06-17,,-30.32322,149.26971,"-30°19'23.592""","149°16'10.956""",,NSW,Weewaa,183,granite/gilgai,sand,SW,J.Janes,Common,Present,Present,Present,J416,Eucalyptus pilligaensis,Eucalyptus populnea,Acacia harpophylla,,,,,
J417,A,2,099,Eucalyptus crebra,2016-06-17,,-30.32377,149.26567,"-30°19'25.572"" ","149°15'56.412""",,NSW,Weewaa,181,granite/gilgai,sand,,J.Janes,Common,Present,Present,Present,J417,Eucalyptus pilligaensis,Eucalyptus populnea,Acacia harpophylla,,,,,
J418,A-I,10,106,Eucalyptus sideroxylon,2016-06-17,,-31.05012,149.23013,"-31°3'0.432""","149°13'48.468""",,NSW,The Pilliga,387,basalt,sand-clay,NE,J.Janes,Common,,,Present,J418,Smooth gum,Exocarpus,Casuarina sp,Dianella sp,,,,
J419,A-I,10,100,Eucalyptus albens,2016-06-23,,-31.35926,148.93951,"-31°21'33.336""","148°56'22.236""",,NSW,Warrumbungle,502,basalt,clay-loam,NE,J.Janes,Common,,,Present,J419,Eucalyptus crebra,Angophora floribunda,Casuarina sp,Callitris sp,Callitris endlicheri,Eucalyptus moluccana,,
J420,A-D,5,,Eucalyptus moluccana,2016-06-23,,-31.35926,148.93951,"-31°21'33.336""","148°56'22.236""",,NSW,Warrumbungle,502,basalt,clay-loam,NE,J.Janes,Common,,,Present,J420,Eucalyptus crebra,Angophora floribunda,Casuarina sp,Callitris sp,Callitris endlicheri,Eucalyptus albens,,
J421,A-I,10,107,Eucalyptus sideroxylon,2016-06-23,,-32.36597,148.23103,"-32°21'57.492""","148°13'51.708""",,NSW,Narromine,270,basalt,sand-rock,E,J.Janes,Rare,,,Present,J421,Eucalyptus moluccana,Themeda triandra,Cynodon dactylon,,,,,
J422,A-I,10,108,Eucalyptus sideroxylon,2016-06-24,,-32.22311,148.66797,"-32°13'23.196""","148°40'4.692""",,NSW,Dubbo,344,basalt,sand-rock,SW,J.Janes,Common,,,Present,J422,Callitris sp,Callitris endlicheri,Casuarina sp,Eustrephus latifolius,Acacia sp,,,
J423,A-I,10,109,Eucalyptus moluccana,2016-06-24,,-31.82373,149.68475,"-31°49'25.428""","149°41'5.100""",,NSW,Coolah,653,granite,rocky-clay,SE,J.Janes,Common,Present,,Present,J423,Eucalyptus melliodora,,,,,,,
J424,A-I,10,110,Eucalyptus albens,2016-06-24,"G may be moluccana, C may be microcarpa",-31.71111,150.6998,"-31°42'39.996""","150°41'59.280""",,NSW,Ardglen,434,granite,sand-gravel,SW,J.Janes,Common,Present,,Present,J424,Grasses,,,,,,,
J425,A-I,10,111,Eucalyptus sideroxylon,2016-07-09,very big fruit,-30.30756,151.20671,"-30°18'27.216""","151°12'24.156""",,NSW,Bundarra,663,granite,sand-clay,W,J.Janes,Common,,,Present,J425,Stringy bark,Eucalyptus albens,Eustrapheus latifolius,Helichrysum sp,,,,
J426,A-I,10,112,Eucalyptus albens,2016-07-09,Had small fruit but urn shaped and disc depressed - Reps D/H/E/G/F/I may be microcarpa,-30.30846,151.20667,"-30°18'30.456""","151°12'24.012""",,NSW,Bundarra,697,granite,sand-clay,W,J.Janes,Common,,,Present,J426,Stringy bark,Eucalyptus albens,Eustrapheus latifolius,Helichrysum sp,,,,
J427,A-D,5,113,Eucalyptus caleyi,2016-07-09,,-30.36709,151.25757,"-30°22'1.524""","151°15'27.252""",,NSW,Bundarra,759,granite,rock-sand,SE,J.Janes,Common,,,Present,J427,Eucalyptus moluccana,Acacia cultriformis,Epacris sp,Eustraphus latifolius,Themeda triandra,Austrostipa sp,,
J428,A-I,10,114,Eucalyptus albens,2016-07-09,some look more moluccana,-29.67310,151.15315,"-29°40'23.160""","151°9'11.340""",,NSW,Inverell,631,granite,clay-loam,NE,J.Janes,Common,,,Present,J428,Amyema miquelii,Angophora floribunda,Dianella sp,Austrostipa,Acacia sp,,,
J429,A-I,10,115,Eucalyptus albens,2016-07-09,,-28.77243,151.21523,"-28°46'20.748""","151°12'54.828""",,QLD,Texas ,356,granite,sand-clay,SE,J.Janes,Common,,,,J429,Amyema miquelii,Acacia sp,Austrostipa sp,,,,,
J430,A-I,10,116,Eucalyptus sideroxylon,2016-07-10,D has pink flowers,-28.56925,151.07571,"-28°34'9.300""","151°4'32.556""",,QLD,Inglewood,303,basalt,sand-gravel,SE,J.Janes,Common,Present,Present,Present,J430,Leptospermum,Acacia sp,Callitris sp,Causarina sp,,,,
J431,A-D,5,117,Eucalyptus crebra,2016-07-10,,-28.56955,151.07539,"-28°34'10.380""","151°4'31.404""",,QLD,Inglewood,304,basalt,sand-gravel,SE,J.Janes,Common,Present,Present,Present,J431,Leptospermum,Acacia sp,Callitris sp,Causarina sp,,,,
J432,A,2,118,Eucalyptus fibrosa,2016-07-10,,-28.18033,151.66934,"-28°10'49.188""","151°40'9.624""",,QLD,Glendon,539,basalt,clay-sand,SE,J.Janes,Common,Present,,Present,J432,Eucalyptus crebra,Eucalytpus microcarpa,Acacia,Austrodanthonia sp,Diplorrheana,,,
J433,A-I,10,119,Eucalyptus sideroxylon,2016-07-10,,-28.17577,151.6577,"-28°10'32.772""","151°39'27.720""",,QLD,Glendon,520,basalt,rock-loam,,J.Janes,Rare,Present,,Present,J433,Eucalyptus microcarpa,Acacia sp,Ameyema miquelii,Geranium sp,Austrodanthonia sp,,,
J434,A-B,3,120,Eucalyptus sideroxylon,2016-07-10,very big fruit,-27.75470,152.1189,"-27°45'16.920""","152°7'8.040""",,QLD,Allora,499,granite,rock-loam,SE,J.Janes,Rare,,,Present,J434,Eucalyptus microcarpa,Eucalyptus crebra,Acacia sp,Opuntia,Austrodanthonia sp,,,
J435,A-I,10,121,Eucalyptus sideroxylon,2016-07-10,,-26.36944,151.88103,"-26°22'9.984""","151°52'51.708""",,QLD,Wondai,382,Granite/Basalt,rock-clay,SE,J.Janes,Common,Present,,Present,J435,Angophora floribunda,Corymbia sp,Acacia sp,Dodonea sp,Opuntia,Austrostipa sp,Austrodanthonia sp,
J436,A-I,10,122,Eucalyptus albens (?),2016-07-11,may be moluccana,-27.18896,151.73259,"-27°11'20.256""","151°43'57.324""",,QLD,Kulpi,517,granite,clay-loam,NE,J.Janes,Common,Present,Present,Present,J436,Acacia harpophylla,Opuntia,Themeda triandra,,,,,
NE10467,,1,,Eucalyptus porosa,1960-11-10,Already in herbarium,,,-30°20',135°39',,SA,Lake  Eyre,,,,,DE.Symon,,,,,J437,,,,,,,,
NE25953,,1,,Eucalyptus porosa,1972-11-02,Already in herbarium,,,-32°45',134°36',,SA,Eyre Peninsula,,,,,NCW.Beadle,,,,,J438,,,,,,,,
NE35959,,1,,Eucalyptus porosa,1972-11-04,Already in herbarium,,,-35°7',139°4',,SA,Murray,,,,,NCW.Beadle,,,,,,,,,,,,,
NE35955,,1,,Eucalyptus porosa,1972-11-04,Already in herbarium,,,-35°42',139°51',,SA,Coonalpyn,,,,,NCW.Beadle,,,,,,,,,,,,,
NE37169,,1,,Eucalyptus odorata ,1960-06-11,Already in herbarium,,,-32°47',138°4',,SA,Alligator Creek,,,,,DE.Symon,,,,,,,,,,,,,
NE67754,,1,,Eucalyptus odorata ,1994-08-27,Already in herbarium,,,-34°40',138°48',,SA,Sandland Road,,,,,RJ.Bates,,,,,,,,,,,,,
NE36811,,1,,Eucalyptus odorata ,1964-01-14,Already in herbarium,,,-35°32',138°34',,SA,Hall Creek Road,,,,,TRN.Lothian,,,,,,,,,,,,,
NE4583,,1,,Eucalpyptus woollsiana,1958-10-01,Already in herbarium,,,-31°40',148°30',,NSW,Gilgandra,,,,,RT.Baker,,,,,,,,,,,,,
NE25923,,1,,Eucalpyptus woollsiana,1972-09-05,Already in herbarium,,,-26°32',148°8',,QLD,Maranoa,,,,,NCW.Beadle,,,,,,,,,,,,,
NE37647,,1,,Eucalpyptus woollsiana,1978-09-11,Already in herbarium,,,-30°24',149°11',,NSW,Narrabri,,,,,JB.Williams,,,,,,,,,,,,,
NE90535,,1,,Eucalpyptus woollsiana,2006-10-25,Already in herbarium,,,"-28°14'51""","151°10'34""",,QLD,Inglewood,,,,,PI.Forster,,,,,,,,,,,,,
J351 area - Recollect,,1,036,Eucalyptus polyanthemos (juv micro?),2016-12-01,Recollected but originals already in herbarium,-35.25609,147.68506,"-35°15'21.9240""","147°41'06.2160""",WGS84,NSW,"Tarcutta, Mates Gully Rd.",287,Granite/Basalt,sand,S,"J.Janes, T.Collins",Common,Present,Present,Present,J351,E. sideroxylon,E. albens,Helichrysum brateatum,Acacia sp.,,,,
J350 - Recollect,,1,035,Eucalyptus albens,2016-12-01,Recollected but originals already in herbarium,-35.24560,147.68083,"-35°14'44.1600""","147°40'50.9880""",WGS84,NSW,"Tarcutta, Mates Gully Rd.",276,Basalt,sand,S,"J.Janes, T.Collins",Common,,,Present,J350,Roadside,,,,,,,
J348 - Recollect,A-D,5,033,Eucalyptus polyanthemos,2016-12-01,Recollected but originals already in herbarium,-35.24184,148.29729,"-35°14'30.6240""","148°17'50.2440""",WGS84,NSW,"Wee Jasper, Wee Jasper Rd.",448,,,NE,"J.Janes, T.Collins",Common,,,Present,J348,E. albens,Angophora,Briza maxima,Plantago,,,,
J342 - Recollect,A-D,5,027,Eucalyptus sideroxylon,2016-11-28,Recollected but originals already in herbarium,-29.39087,151.39279,"-29°23'27.1320""","151°23'34.0440""",WGS84,NSW,"Yellow Dam, Emmaville Rd",734,Granite,sand,S,"J.Janes, T.Collins",Common,Present,Present,Present,J342,Callitris columellaris,Acacia sp,,,,,,
J364 - Recollect,,1,049,Eucalyptus conica,2016-11-30,Recollected but originals already in herbarium,-33.41328,148.22136,"-33°24'47.8080""","148°13'16.8960""",WGS84,NSW,"Eugowra, Escort Way",260,,,,"J.Janes, T.Collins",Common,,,Present,J364,Acacia,callitris,Fringe lilly,E. microcarpa,,,,
J339 - Recollect,A-E,6,024,Eucalyptus moluccana,2016-11-28,Recollected but originals already in herbarium,-29.45636,151.55505,"-29°27'22.8960""","151°33'18.1800""",WGS84,NSW,"Emmaville, Strathbogie Rd",873,Granite,clay-loam,S,"J.Janes, T.Collins",Common,,,Present,J339,Roadside,Eucalyptus melliodora,Acacia leptocarpa,,,,,
J355 - Recollect,A-D,5,040,Eucalyptus sideroxylon,2016-12-02,Recollected but originals already in herbarium,-36.09264,146.61917,"-36°05'33.5040""","146°37'09.0120""",WGS84,VIC,"Chiltern, Chiltern-Howlong Rd.",196,,gravel-sand,S,"J.Janes, T.Collins",Common,,,Present,J355,Bayeria viscosa,Helichrysum viscosum,Acacia sp.,,,,,
J345 - Recollect,A-B,3,030,Eucalyptus albens,2016-12-01,Recollected but originals already in herbarium,-35.07022,148.83685,"-35°04'12.7920""","148°50'12.6600""",WGS84,NSW,"Mullion, Mountain Creek Rd.",,Sandstone/Limestone,Rocky shale,,"J.Janes, T.Collins",Common,,,Present,J345,E. melliodora,Themeda,Briza maxima,Exocarpus,Stuphelia,Lepidosperma,Dianella,Bursania
J340 - Recollect,A-D,5,025,Eucalyptus melliodora,2016-11-28,Recollected but originals already in herbarium,-29.45577,151.55405,"-29°27'20.7720""","151°33'14.5800""",WGS84,NSW,"Emmaville, Strathbogie Rd",874,Granite,clay-loam,S,"J.Janes, T.Collins",Common,Present,Present,Present,J340,Roadside,Eucalyptus moluccana,Acacia leptocarpa,,,,,
J357 - Recollect,A-E,6,042,Eucalyptus melliodora,2016-12-02,Recollected but originals already in herbarium,-36.01900,146.29446,"-36°01'08.4000""","146°17'40.0560""",WGS84,NSW,"Collendina State Forest, Spring Dr.",140,Granite,red sand,W,"J.Janes, T.Collins",Common,Present,Present,Present,J357,E. microcarpa,grassland,red gum,Stipa platychaeta,,,,
J346 - Recollect,A-C,4,031,Eucalyptus melliodora,2016-12-01,Recollected but originals already in herbarium,-35.06954,148.83661,"-35°04'10.3440""","148°50'11.7960""",WGS84,NSW,"Mullion, Mountain Creek Rd.",498,Sandstone/Limestone,Rocky shale,NE,"J.Janes, T.Collins",Common,Present,Present,Present,J346,E. albens,,,,,,,
J300 Area - Recollect,A-E,5,,Eucalyptus sideroxylon,2016-11-28,Recollected but originals already in herbarium,-29.80812,150.91918,"-29°48'29.2320""","150°55'09.0480""",WGS84,NSW,"Gum Flat, Copeton Dam Rd",653,Sandstone,Sand,SW,"J.Janes, T.Collins",Common,,Present,Present,J300,Austrodanthonia sp,Aotus ericoides,Acacia hakeoides,Exocarpus cupressiformis,,,,
J298 - Recollect,,1,,Eucalyptus sideroxylon,2016-11-28,Recollected but originals already in herbarium,-30.15277,151.07437,"-30°09'09.9720""","151°04'27.7320""",WGS84,NSW,"Bundarra, Thunderbolts Way",672,Granite,Sand ,,"J.Janes, T.Collins",Rare,Present,Present,,J298,Grasses,,,,,,,
J437,,1,123,Eucalyptus sideroxylon x melliodora (?),2016-11-28,Apparently missing from herbarium,-30.27552,151.18698,"-30°16'31.87""","151°11'13.13""",WGS84,NSW,"Bundarra, Thunderbolts Way",711,Granite,sand,SW,"J.Janes, T.Collins",Rare,Present,,Present,J437,E. melliodora,,,,,,,
J438,,1,124,Eucalyptus sideroxylon x melliodora (?),2016-11-28,Apparently missing from herbarium,-30.27563,151.18764,"-30°16'32.27""","151°11'15.50""",WGS84,NSW,"Bundarra, Thunderbolts Way",,Granite,sand,SW,"J.Janes, T.Collins",Rare,,,Present,,E. melliodora,,,,,,,
J332 - Recollect,A-E,6,018,Eucalyptus sp (microcarpa?),2016-12-09,Recollected but originals already in herbarium,-28.29549,151.48801,"-28°17'43.7640""","151°29'16.8360""",WGS84,QLD,"Gore, Cunningham Hwy",510,granite/sandstone,sand-clay,SW,"J.Janes, T.Collins",Common,,,Present,J332,Acacia clivicola,Acacia hakeoides,Dodonea cuneata,Callitris columellaris,Eucalyptus crebra,,,
J326 - Recollect,A-E,6,013,Eucalyptus moluccana,2016-12-09,Recollected but originals already in herbarium,-28.21744,152.84309,"-28°13'02.7840""","152°50'35.1240""",WGS84,QLD,"Rathdowney, Boonah Rathdowney Rd",103,Mudstone,clay-loam,,"J.Janes, T.Collins",Common,,Present,Present,J326,Acacia verniciflua,Roadside,,,,,,
M1a,,,,Eucalyptus melliodora,,No vouchers for these samples,,,32°45’10”S,148°39’20”E,,NSW,Yeoval,,,,,,,,,,,,,,,,,,
M1b,,,,Eucalyptus melliodora,,No vouchers for these samples,,,32°45’10”S,148°39’20”E,,NSW,Yeoval,,,,,,,,,,,,,,,,,,
M1c,,,,Eucalyptus melliodora,,,,,32°45’10”S,148°39’20”E,,NSW,Yeoval,,,,,,,,,,,,,,,,,,